"","Gene.Names","Entry","phytoID","phytoAnnotation","Protein.names","Gene.Ontology.IDs","Gene.Ontology..biological.process.","Gene.Ontology..cellular.component.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","WT 32C vs WT 20C (mean)","WT 32C vs WT 20C (lfc)","WT 32C vs WT 20C (padj)","TS 32C vs TS 20C (mean)","TS 32C vs TS 20C (lfc)","TS 32C vs TS 20C (padj)","TS 20C vs WT 20C (mean)","TS 20C vs WT 20C (lfc)","TS 20C vs WT 20C (padj)","TS 32C vs WT 32C (mean)","TS 32C vs WT 32C (lfc)","TS 32C vs WT 32C (padj)"
"Pp3c1_23170","PHYPA_001053","A0A2K1L9B7","Pp3c1_23170","(1 of 4) PTHR31448:SF3 - IFA-BINDING PROTEIN","GTD-binding domain-containing protein","GO:0016020; GO:0080115","","membrane [GO:0016020]","membrane [GO:0016020]; myosin XI tail binding [GO:0080115]","myosin XI tail binding [GO:0080115]",174.069032009618,0.0508555491674744,0.87324500308486,120.974502659704,-1.11801041551989,0.000420725779357063,172.327134051489,0.000470980042932108,0.999993322508911,122.662354530264,-1.15742379377947,0.000317036405011485
